onset	duration	sample	value
6.54	n/a	3270	242
8.872	n/a	4436	5
9.882	n/a	4941	150
10.902	n/a	5451	151
11.424	n/a	5712	12
13.62	n/a	6810	99
14.434	n/a	7217	150
15.456	n/a	7728	151
15.976	n/a	7988	11
17.312	n/a	8656	99
18.128	n/a	9064	150
19.148	n/a	9574	151
19.668	n/a	9834	11
20.552	n/a	10276	99
21.37	n/a	10685	150
22.39	n/a	11195	151
22.91	n/a	11455	22
24.108	n/a	12054	88
24.922	n/a	12461	150
25.942	n/a	12971	151
26.464	n/a	13232	23
27.972	n/a	13986	88
28.784	n/a	14392	150
29.806	n/a	14903	151
30.326	n/a	15163	22
31.46	n/a	15730	99
32.278	n/a	16139	150
33.298	n/a	16649	151
33.818	n/a	16909	21
35.148	n/a	17574	99
35.96	n/a	17980	150
36.98	n/a	18490	151
37.5	n/a	18750	13
38.916	n/a	19458	88
39.732	n/a	19866	150
40.752	n/a	20376	151
41.274	n/a	20637	21
42.304	n/a	21152	88
43.114	n/a	21557	150
44.136	n/a	22068	151
44.656	n/a	22328	23
45.476	n/a	22738	88
46.286	n/a	23143	150
47.308	n/a	23654	151
47.828	n/a	23914	13
48.556	n/a	24278	99
49.368	n/a	24684	150
50.39	n/a	25195	151
50.91	n/a	25455	21
51.78	n/a	25890	88
52.59	n/a	26295	149
55.612	n/a	27806	150
56.634	n/a	28317	151
57.154	n/a	28577	11
58.708	n/a	29354	99
59.526	n/a	29763	150
60.546	n/a	30273	151
61.066	n/a	30533	22
61.888	n/a	30944	88
62.698	n/a	31349	150
63.718	n/a	31859	151
64.238	n/a	32119	23
65.374	n/a	32687	88
66.19	n/a	33095	150
67.21	n/a	33605	151
67.73	n/a	33865	13
68.866	n/a	34433	99
69.682	n/a	34841	150
70.704	n/a	35352	151
71.224	n/a	35612	12
72.73	n/a	36365	99
73.544	n/a	36772	150
74.566	n/a	37283	151
75.086	n/a	37543	21
76.034	n/a	38017	88
76.848	n/a	38424	150
77.868	n/a	38934	151
78.388	n/a	39194	12
79.966	n/a	39983	99
80.78	n/a	40390	150
81.8	n/a	40900	151
82.32	n/a	41160	21
83.078	n/a	41539	88
83.892	n/a	41946	150
84.912	n/a	42456	151
85.432	n/a	42716	21
86.482	n/a	43241	88
87.294	n/a	43647	150
88.314	n/a	44157	151
88.836	n/a	44418	22
90.342	n/a	45171	88
91.156	n/a	45578	150
92.178	n/a	46089	151
92.698	n/a	46349	23
93.446	n/a	46723	88
94.258	n/a	47129	149
97.282	n/a	48641	150
98.302	n/a	49151	151
98.822	n/a	49411	12
99.786	n/a	49893	99
100.604	n/a	50302	150
101.624	n/a	50812	151
102.144	n/a	51072	11
103.278	n/a	51639	99
104.096	n/a	52048	150
105.116	n/a	52558	151
105.636	n/a	52818	21
106.618	n/a	53309	99
107.428	n/a	53714	150
108.448	n/a	54224	151
108.968	n/a	54484	22
110.122	n/a	55061	99
110.93	n/a	55465	150
111.95	n/a	55975	151
112.472	n/a	56236	23
